name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
waikiki,2024-03-10,78.9,71.7,74.5,78.9,71.7,74.5,61.6,64.3,0.003,100,4.17,rain,0,0,31.4,18.7,64.5,1020.3,61,9.9,78,6.8,3,10,2024-03-10T06:43:35,2024-03-10T18:39:27,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-11,78.8,73.1,75.1,78.8,73.1,75.1,62.5,65.3,0,0,0,rain,0,0,32,17,70.5,1018.1,64.9,9.4,92.8,8.1,4,10,2024-03-11T06:42:43,2024-03-11T18:39:48,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-12,81.4,72.7,76.5,83.6,72.7,76.9,65.9,70.1,0.005,100,4.17,rain,0,0,31.5,12.9,111.5,1016.2,55.4,9.3,250.9,21.6,9,10,2024-03-12T06:41:49,2024-03-12T18:40:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-13,80.4,70.5,74.7,82.8,70.5,74.8,66.8,76.8,0.048,100,33.33,rain,0,0,13.9,11.2,307.5,1015.7,70.7,9.2,138.7,12.1,6,10,2024-03-13T06:40:56,2024-03-13T18:40:28,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-14,78.5,70.5,73.1,78.5,70.5,73.1,62.8,70.6,0.063,100,20.83,rain,0,0,32.2,13.6,354.7,1015.4,92,9.3,172.2,15,8,10,2024-03-14T06:40:02,2024-03-14T18:40:49,0.15,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-15,77,67.4,71.5,77,67.4,71.5,59.7,67,0.055,100,33.33,rain,0,0,25.5,11.7,7,1014.7,82.3,9.3,213.9,18.4,9,10,2024-03-15T06:39:08,2024-03-15T18:41:09,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-16,78,65.9,71.9,78,65.9,71.9,57.6,61.5,0,0,0,rain,0,0,24.2,14.3,27.2,1014.7,43.8,9.9,308,26.7,10,10,2024-03-16T06:38:14,2024-03-16T18:41:28,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-17,80.2,69.9,74.1,80.7,69.9,74.1,58.4,58.8,0,0,0,rain,0,0,29.2,15.8,50,1016.5,57.4,9.9,264.4,22.8,10,10,2024-03-17T06:37:20,2024-03-17T18:41:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-18,79.9,66.8,73.6,79.9,66.8,73.6,58.9,60.7,0,0,0,rain,0,0,26.2,12,50.4,1017.5,46.5,9.6,276.5,23.6,10,10,2024-03-18T06:36:25,2024-03-18T18:42:07,0.29,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-19,80.6,67.5,73.9,80.6,67.5,73.9,57.9,58.4,0,0,0,rain,0,0,28.2,13.9,51.2,1017.7,47.1,9.6,176.4,15.2,8,10,2024-03-19T06:35:31,2024-03-19T18:42:27,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-20,79.9,69.9,74,79.9,69.9,74,56.8,55.2,0,0,0,rain,0,0,28.9,16.2,51.5,1018.3,58.3,9.4,145.2,12.5,7,10,2024-03-20T06:34:36,2024-03-20T18:42:46,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-21,80.7,68.4,74.4,81,68.4,74.4,57.4,56.1,0.014,100,4.17,rain,0,0,30.6,17.8,50.1,1020,40,9.4,208.3,18,10,10,2024-03-21T06:33:41,2024-03-21T18:43:05,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-22,81.4,69.9,75.1,82,69.9,75.3,61.8,64.2,0,0,0,rain,0,0,30.9,17.6,53,1022.6,56.5,9.5,211.2,18.3,9,10,2024-03-22T06:32:46,2024-03-22T18:43:24,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-23,81.8,69.4,75.2,82.7,69.4,75.3,61.7,63.9,0.027,100,16.67,rain,0,0,30.9,18.5,69.7,1023,59,9.7,125.4,10.9,5,10,2024-03-23T06:31:52,2024-03-23T18:43:43,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-24,82.5,71.4,75.9,82.7,71.4,76,60.5,59.4,0,0,0,rain,0,0,32.2,16.2,73.2,1023.2,45.2,9.9,186.7,16.2,7,10,2024-03-24T06:30:57,2024-03-24T18:44:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-03-25,82.2,73.1,76.4,83.4,73.1,76.6,63.7,65.2,0,0,0,rain,0,0,31.3,12.4,86.5,1022,70.4,9.6,237.8,20.4,10,10,2024-03-25T06:30:02,2024-03-25T18:44:20,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-26,84,73.4,77.5,85,73.4,77.8,63.5,63,0,0,0,rain,0,0,31.3,16.6,64.5,1020.2,59.7,9.5,275.6,23.8,10,10,2024-03-26T06:29:07,2024-03-26T18:44:39,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-27,82.2,72.4,76.5,84.3,72.4,77,65.6,69.4,0.019,100,16.67,rain,0,0,34.4,18.7,62.6,1020.6,60.6,9.4,205.3,17.7,9,10,2024-03-27T06:28:12,2024-03-27T18:44:57,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-28,82.5,71.1,76.8,83.4,71.1,77.1,63.2,63.6,0.011,100,12.5,rain,0,0,36,22.8,68.5,1021.2,50.1,9.4,169.3,14.6,7,10,2024-03-28T06:27:17,2024-03-28T18:45:16,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-29,82.3,73.6,76.8,83,73.6,77,62.4,61.7,0,0,0,rain,0,0,32,17.1,63.4,1020.9,40.4,9.4,194.2,16.9,7,10,2024-03-29T06:26:23,2024-03-29T18:45:35,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-30,80.2,71.5,75.4,81.5,71.5,75.5,62.8,65.2,0.007,100,4.17,rain,0,0,29.5,16.2,63.2,1019.4,58,9.8,142.3,12.3,5,10,2024-03-30T06:25:28,2024-03-30T18:45:53,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-03-31,82.7,70.8,76.1,83.4,70.8,76.3,62.8,64.5,0,0,0,rain,0,0,28.9,13.4,63.6,1018.2,47.1,9.9,294.4,25.5,10,10,2024-03-31T06:24:34,2024-03-31T18:46:12,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-01,82,71.7,75.9,83.6,71.7,76.3,64.9,69.2,0.039,100,12.5,rain,0,0,34,18.7,63.5,1018,54,9.3,145.6,12.5,6,10,2024-04-01T06:23:40,2024-04-01T18:46:31,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-02,83.3,72.7,76.9,84,72.7,77.2,62.8,62.2,0,0,0,rain,0,0,36.6,23.9,69.5,1018.8,43.8,9.4,275.5,23.5,10,10,2024-04-02T06:22:46,2024-04-02T18:46:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-03,82.5,73.1,77.1,83.7,73.1,77.4,63.2,62.7,0,0,0,rain,0,0,34.3,20.8,72.7,1020.1,47.3,9.4,219.2,18.9,9,10,2024-04-03T06:21:52,2024-04-03T18:47:08,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-04,82.3,72.7,76.4,83,72.7,76.8,62.9,63.5,0.026,100,20.83,rain,0,0,38.1,23.1,69.4,1020,51,9.4,159.9,13.9,8,10,2024-04-04T06:20:59,2024-04-04T18:47:27,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-05,79.2,71.3,74.4,79.2,71.3,74.4,63.3,68.7,0.017,100,16.67,rain,0,0,34.9,22.3,67.3,1020,70.3,9.3,239.5,20.7,10,10,2024-04-05T06:20:06,2024-04-05T18:47:46,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-06,80.5,69,73.9,81.3,69,74,62.5,68.7,0.079,100,29.17,rain,0,0,34,22,60.2,1020.4,73,9.7,195.5,17,8,10,2024-04-06T06:19:13,2024-04-06T18:48:05,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-07,81.1,68,73.8,82.1,68,74,62.8,69.6,0.085,100,37.5,rain,0,0,39.1,20.1,67.8,1019.8,67.9,9.7,244.9,21.2,9,10,2024-04-07T06:18:21,2024-04-07T18:48:24,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-08,83,71.5,76.2,83.6,71.5,76.4,60.9,59.7,0.003,100,4.17,rain,0,0,33.7,17.2,70.4,1018.6,39.4,9.4,283.2,24.5,10,10,2024-04-08T06:17:29,2024-04-08T18:48:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-09,82.9,70.9,76.1,83.6,70.9,76.3,61.5,61.2,0,0,0,rain,0,0,28.4,18.2,68.2,1016.5,38.4,9.3,241.6,20.9,10,10,2024-04-09T06:16:37,2024-04-09T18:49:03,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-10,81.2,71,76.1,83.4,71,76.6,63.9,66.2,0,0,0,rain,0,0,28.2,16.6,108.2,1014.3,46,9.4,259.2,22.3,10,10,2024-04-10T06:15:46,2024-04-10T18:49:23,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-11,80.5,72.7,76.9,83.3,72.7,77.1,67.5,73,0.003,100,4.17,rain,0,0,24.2,13.1,102.9,1014.1,77.4,9.3,96.7,8.3,4,10,2024-04-11T06:14:55,2024-04-11T18:49:42,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-04-12,78.9,71.9,75.9,78.9,71.9,75.9,68.9,79.2,0.441,100,33.33,rain,0,0,19.7,11.2,118.2,1016,74.2,9,114.3,9.9,5,10,2024-04-12T06:14:04,2024-04-12T18:50:02,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,91182022521,OFRH1"
waikiki,2024-04-13,82.5,75.4,78.1,85.8,75.4,78.9,69.2,74.6,0,0,0,rain,0,0,23,12.3,197,1015.3,52.5,9.7,148.5,12.7,8,10,2024-04-13T06:13:14,2024-04-13T18:50:22,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-14,79.9,70.7,75,79.9,70.7,75,69.8,84.3,0.829,100,41.67,rain,0,0,30,15.7,186.8,1013.2,87.8,8.6,62.4,5.5,2,10,2024-04-14T06:12:25,2024-04-14T18:50:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,91182022521,OFRH1"
waikiki,2024-04-15,82.5,70.4,75.6,83.7,70.4,76,64.6,70.4,0.125,100,8.33,rain,0,0,27.1,18,262.5,1012,51.6,9.4,255,21.9,10,10,2024-04-15T06:11:36,2024-04-15T18:51:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-16,79.6,66.3,73.8,79.6,66.3,73.8,62.5,68.6,0,0,0,rain,0,0,25.3,14.1,7.5,1013.7,53.9,9.4,161,13.9,8,10,2024-04-16T06:10:48,2024-04-16T18:51:23,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-17,79.8,67.8,74.2,79.8,67.8,74.2,62.3,67.3,0,0,0,rain,0,0,20.6,13.1,13.9,1016.3,47.8,9.4,279.7,24.4,10,10,2024-04-17T06:10:00,2024-04-17T18:51:44,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-18,81.7,70.2,75,83.1,70.2,75.4,64.2,69.9,0.009,100,4.17,rain,0,0,28.9,14.6,45.8,1018.1,72.2,9.3,193.8,16.9,7,10,2024-04-18T06:09:13,2024-04-18T18:52:05,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-19,80.7,71.9,75.5,81.9,71.9,75.7,63.3,66.4,0.038,100,20.83,rain,0,0,31.1,17.2,53.6,1019.1,79.6,9.4,167.6,14.5,7,10,2024-04-19T06:08:26,2024-04-19T18:52:26,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-20,82,71.9,76,83.2,71.9,76.3,62.1,62.8,0,0,0,rain,0,0,29.5,15.9,47.8,1018.6,58.1,9.9,303.2,26.2,10,10,2024-04-20T06:07:40,2024-04-20T18:52:48,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-21,81,71,76,81.8,71,76.2,61.7,61.9,0,0,0,rain,0,0,32.4,18.5,52.6,1019.4,49.6,9.9,226.9,19.5,9,10,2024-04-21T06:06:55,2024-04-21T18:53:09,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-22,83.2,72.1,76.6,83.4,72.1,76.8,61.5,60.2,0,0,0,rain,0,0,31.5,17.2,50.7,1019.2,48.2,9.4,241.6,21,9,10,2024-04-22T06:06:11,2024-04-22T18:53:31,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-23,83.2,71.7,76.8,84,71.7,77.2,63.3,64.1,0,0,0,rain,0,0,36.4,19.6,62.4,1019,54.5,9.4,245,21.2,9,10,2024-04-23T06:05:27,2024-04-23T18:53:53,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-24,81,73,76,83.3,73,76.3,65.5,70.3,0.006,100,8.33,rain,0,0,31.4,17.5,63.1,1020.1,61.3,9.5,225.3,19.5,9,10,2024-04-24T06:04:44,2024-04-24T18:54:15,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-04-25,82.2,74.1,77,83.3,74.1,77.3,63.6,63.8,0,0,0,rain,0,0,34,21.5,67,1020,60,9.3,233,20,9,10,2024-04-25T06:04:01,2024-04-25T18:54:38,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-26,83.1,72.7,76.5,85,72.7,76.8,65.4,69.1,0.02,100,20.83,rain,0,0,34.4,16.4,69.4,1019.3,79.6,9.4,80.8,6.9,3,10,2024-04-26T06:03:20,2024-04-26T18:55:00,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-27,80.6,72.5,75.8,82.9,72.5,76,67.3,75.3,0.071,100,37.5,rain,0,0,27.3,17,60.5,1017.9,86.2,9.6,157.9,13.6,6,10,2024-04-27T06:02:39,2024-04-27T18:55:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-04-28,82.4,72.5,77.5,85.6,72.5,78.3,67.1,70.7,0,0,0,rain,0,0,25.1,13.1,83.5,1016.9,53.4,9.9,288.9,25,10,10,2024-04-28T06:01:59,2024-04-28T18:55:46,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-29,83.7,73.4,77.9,85.6,73.4,78.8,66.1,67.5,0,0,0,rain,0,0,25.7,15.3,64,1015.4,58,9.4,214.4,18.5,8,10,2024-04-29T06:01:19,2024-04-29T18:56:10,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-04-30,83.1,71.5,77.5,86,71.5,78.3,66.8,70.1,0,0,0,rain,0,0,23.3,13.6,107.2,1015,46.9,9.4,186.5,16.1,8,10,2024-04-30T06:00:41,2024-04-30T18:56:33,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-01,84.1,74,78.3,86.3,74,79,65.9,66.8,0,0,0,rain,0,0,28.2,17.1,65.9,1016.1,52.6,9.3,301.2,26.1,10,10,2024-05-01T06:00:03,2024-05-01T18:56:57,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-05-02,82.1,73.3,77.1,84.3,73.3,77.6,65,66.7,0.006,100,8.33,rain,0,0,30.5,17.1,70.5,1016.3,60.6,9.3,119.8,10.2,6,10,2024-05-02T05:59:27,2024-05-02T18:57:21,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-03,83.3,73.4,77.5,84.1,73.4,77.9,63.6,62.6,0,0,0,rain,0,0,37,22,69.5,1016.1,67.1,9.5,234.9,20.3,10,10,2024-05-03T05:58:51,2024-05-03T18:57:45,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-04,81,73.8,76.6,82.3,73.8,76.8,63.3,63.5,0.014,100,8.33,rain,0,0,33.5,19.1,67.7,1017,57.1,9.9,158.8,13.8,6,10,2024-05-04T05:58:16,2024-05-04T18:58:09,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-05,83,72.1,76.6,84.4,72.1,77,64.7,67.5,0.017,100,16.67,rain,0,0,32.7,19,67.7,1017.7,60.5,9.9,252.8,21.9,9,10,2024-05-05T05:57:42,2024-05-05T18:58:34,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-06,81.8,72.7,76.3,83.9,72.7,76.6,65,68.2,0.022,100,12.5,rain,0,0,32.3,17.9,68.5,1017.8,52,9.4,278.3,24.1,9,10,2024-05-06T05:57:09,2024-05-06T18:58:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-07,83.1,72.7,76.9,84.9,72.7,77.4,64.6,66.1,0.026,100,8.33,rain,0,0,30.1,16.7,52.8,1016.5,49.9,9.4,294.7,25.4,10,10,2024-05-07T05:56:37,2024-05-07T18:59:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-08,81.8,71.5,76.2,83.5,71.5,76.5,64.5,67.7,0.005,100,8.33,rain,0,0,22.1,11.4,44.9,1015,58.9,9.3,251.3,21.7,10,10,2024-05-08T05:56:06,2024-05-08T18:59:48,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-09,80,69.8,75,80,69.8,75,66.4,75.1,0.148,100,25,rain,0,0,24.2,9.5,52.6,1014.6,63.3,9.1,93.3,7.9,3,10,2024-05-09T05:55:36,2024-05-09T19:00:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-10,80.4,69.6,75.2,82.4,69.6,75.4,66.7,75.9,0.073,100,29.17,rain,0,0,33.3,15.9,306.4,1013.6,64.2,9.5,223.5,19.4,9,30,2024-05-10T05:55:07,2024-05-10T19:00:39,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-11,82.4,68.5,74,84.4,68.5,74.2,65.9,76.6,0.58,100,50,rain,0,0,19.7,10.8,349.6,1014.2,56.6,9.6,234.3,20,10,10,2024-05-11T05:54:39,2024-05-11T19:01:04,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-12,82.5,69.2,76,85.9,69.2,77,67.5,75.8,0.684,100,33.33,rain,0,0,24.4,12.2,92.9,1015.3,51.4,9.6,211.3,18.2,9,10,2024-05-12T05:54:12,2024-05-12T19:01:30,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-13,82.7,72.4,76.8,86.3,72.4,77.5,69.1,77.5,0.174,100,29.17,rain,0,0,24.2,13.9,44.8,1016.2,66.9,9.3,169.5,14.7,9,10,2024-05-13T05:53:46,2024-05-13T19:01:56,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-14,81.2,71.6,76.4,85.4,71.6,77.1,69.8,80.4,0.271,100,50,rain,0,0,14.3,10.3,181.5,1015.4,73,9,151,12.9,7,10,2024-05-14T05:53:21,2024-05-14T19:02:21,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1,SCEH1"
waikiki,2024-05-15,82.7,74.2,76.9,86.9,74.2,77.6,70.7,81.5,0.724,100,62.5,rain,0,0,25.3,15.7,179.7,1013,83.3,8.9,126.6,10.9,6,30,2024-05-15T05:52:57,2024-05-15T19:02:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-16,77.9,71.8,74.6,77.9,71.8,74.6,71.2,89.2,1.505,100,91.67,rain,0,0,33.1,14.6,193.3,1010.8,95.4,6.7,46.7,4,2,10,2024-05-16T05:52:34,2024-05-16T19:03:13,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-17,83.3,71.9,77.5,89.8,71.9,79.2,72.6,85.5,1.222,100,50,rain,0,0,21.9,13.3,159.9,1013.2,84.8,7.3,99.5,8.5,6,30,2024-05-17T05:52:12,2024-05-17T19:03:39,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
waikiki,2024-05-18,80.8,74.9,76.8,85.1,74.9,77.2,71.7,84.5,0.25,100,62.5,rain,0,0,29.8,13.1,36.5,1015.5,86.1,9.2,70.6,5.9,3,10,2024-05-18T05:51:51,2024-05-18T19:04:05,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"91176022519,PHNL,PHNG,PHJR,91178022551,91182022521,OFRH1"
